data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
6999603,356,IND73187,73187,3/15/20,2020,1,Battles,Armed clash,Military Forces of Pakistan (2018-),Police Forces of Pakistan (2018-) Pakistan Rangers,8,18,Southern Asia,India,Jammu and Kashmir,Kathua,Hiranagar,Hiranagar,32.4549,75.2719,2,Daily Excelsior,Subnational,"On 15 March 2020, military forces of India and Pakistan exchanged fire across the LoC at Manyari-Chorgali area in Hiranagar sector area (Kathua district, J&K).",0,1585061300,IND
6999605,356,IND73189,73189,3/15/20,2020,1,Battles,Armed clash,Military Forces of India (2014-),Police Forces of India (2014-) Border Security Force,1,18,Southern Asia,India,Jammu and Kashmir,Poonch,Haveli,Qasbah,33.7786,74.1593,2,Daily Excelsior,Subnational,"On 15 March 2020, military forces of India and Pakistan exchanged fire across the LoC at Qasbah sector area (Poonch district, J&K).",0,1585061300,IND
6999605,356,IND73189,73189,3/15/20,2020,1,Battles,Armed clash,Military Forces of Pakistan (2018-),,8,18,Southern Asia,India,Jammu and Kashmir,Poonch,Haveli,Qasbah,33.7786,74.1593,2,Daily Excelsior,Subnational,"On 15 March 2020, military forces of India and Pakistan exchanged fire across the LoC at Qasbah sector area (Poonch district, J&K).",0,1585061300,IND
6999861,356,IND73097,73097,3/15/20,2020,1,Protests,Peaceful protest,Protesters (India),Students (India),6,60,Southern Asia,India,West Bengal,Kolkata,Kolkata,Kolkata,22.5728,88.3747,1,Telegraph (India),National,"On Mar 15 2020, protesters including students and members of Purogamana Kala Sahitya Sangham Kolkata, continued their demonstration at Park Circus Maidan in Kolkata city (Kolkata district, West Bengal) against Citizenship (Amendment) Act, 2019 (CAA), NRC and NPR. The protesters carried out various cultural programs at the protest site. [size=no report]",0,1585061301,IND
6999865,356,IND73086,73086,3/15/20,2020,1,Riots,Violent demonstration,Rioters (India),BPF: Bodoland People's Front,5,57,Southern Asia,India,Assam,Baksa,Baksa,Dihira,26.7958,91.4002,1,Telegraph (India),National,"On Mar 15 2020, several party workers of Bodoland People's Front (BPF) and supporters of former MCLA (Member Council of Legislative Assembly) Moonsingh Brahma vandalized an office of the BPF and also tried to torch it at Dihira constituency (Baksa district, Assam) demonstrating against the announcement of a Raju Bharal as a BPF candidate for the said constituency. [size=several]",0,1585061301,IND
6999865,356,IND73086,73086,3/15/20,2020,1,Riots,Violent demonstration,Civilians (India),BPF: Bodoland People's Front,7,57,Southern Asia,India,Assam,Baksa,Baksa,Dihira,26.7958,91.4002,1,Telegraph (India),National,"On Mar 15 2020, several party workers of Bodoland People's Front (BPF) and supporters of former MCLA (Member Council of Legislative Assembly) Moonsingh Brahma vandalized an office of the BPF and also tried to torch it at Dihira constituency (Baksa district, Assam) demonstrating against the announcement of a Raju Bharal as a BPF candidate for the said constituency. [size=several]",0,1585061301,IND
6999868,356,IND73218,73218,3/15/20,2020,1,Protests,Peaceful protest,Protesters (India),TDP: Telugu Desam Party; Government of India (2014-),6,60,Southern Asia,India,Andhra Pradesh,Visakhapatnam,Visakhapatnam,Visakhapatnam,17.68,83.2016,1,The Hindu,National,"On 15 March 2020, members of the TDP and a current MLA held a protest in Visakhapatnam city (Visakhapatnam, AP) demanding action against Excise officials who they believed had falsified cases against TDP supporters. [size=no report]",0,1585061301,IND
6999899,356,IND73154,73154,3/15/20,2020,1,Protests,Peaceful protest,Protesters (India),,6,60,Southern Asia,India,Gujarat,Rajkot,Rajkot,Rajkot,22.2916,70.7932,1,Times of India,National,"On 15 March 2020, villagers of Magharwada staged a road block on Rajkot-Ahmedabad highway in Rajkot city (Rajkot, Gujarat) against the lack of drinking water for the past fortnight. [size=no report]",0,1585061301,IND
6999906,356,IND73080,73080,3/15/20,2020,1,Protests,Peaceful protest,Protesters (India),CPI(M): Communist Party of India (Marxist),6,60,Southern Asia,India,Tripura,West Tripura,Agartala,Dukli,23.7955,91.2822,1,Tripura Infoway,Subnational,"On Mar 15 2020, workers and supporters of CPI (M) staged a large protest rally at Dukli subdivision office (West Tripura district, Tripura) protesting against the union budget and the Citizenship (Amendment) Act, 2019 (CAA). [size=large]",0,1585061301,IND
6999662,356,IND73093,73093,3/15/20,2020,1,Riots,Mob violence,Rioters (India),,5,57,Southern Asia,India,Manipur,Ukhrul,Kamjong,Chassad,24.7977,94.5099,1,East Mojo,Subnational,"On Mar 15 2020, unidentified assailants pelted stones at village elders at Chassad village (Kamjong district, Manipur) who were on their way for a meeting over resolving the tension between two conflicting parties following a land dispute. [size=no report]",0,1585061300,IND
6999662,356,IND73093,73093,3/15/20,2020,1,Riots,Mob violence,Civilians (India),,7,57,Southern Asia,India,Manipur,Ukhrul,Kamjong,Chassad,24.7977,94.5099,1,East Mojo,Subnational,"On Mar 15 2020, unidentified assailants pelted stones at village elders at Chassad village (Kamjong district, Manipur) who were on their way for a meeting over resolving the tension between two conflicting parties following a land dispute. [size=no report]",0,1585061300,IND
6999670,356,IND73153,73153,3/15/20,2020,1,Riots,Mob violence,Rioters (India),Neemuch Communal Group (India),5,57,Southern Asia,India,Madhya Pradesh,Neemuch,Neemuch,Neemuch,24.4765,74.8621,1,Free Press Journal (India),National,"On 15 March 2020, a buyer and seller of land was beaten up by a mob in Neemuch town (Neemuch, Madhya Pradesh) over a land dispute after buying land whose occupants disagreed with the purchase. The men were injured and the house and car of the seller were damaged by stone pelting. [size=no report]",0,1585061300,IND
6999670,356,IND73153,73153,3/15/20,2020,1,Riots,Mob violence,Civilians (India),Labour Group (India),7,57,Southern Asia,India,Madhya Pradesh,Neemuch,Neemuch,Neemuch,24.4765,74.8621,1,Free Press Journal (India),National,"On 15 March 2020, a buyer and seller of land was beaten up by a mob in Neemuch town (Neemuch, Madhya Pradesh) over a land dispute after buying land whose occupants disagreed with the purchase. The men were injured and the house and car of the seller were damaged by stone pelting. [size=no report]",0,1585061300,IND
6999671,356,IND73190,73190,3/15/20,2020,1,Protests,Peaceful protest,Protesters (India),,6,60,Southern Asia,India,Jammu and Kashmir,Baramulla,Rafiabad,Shutloo,34.2548,74.3931,1,Frontier Star,Regional,"On 15 March 2020, thousands shouted anti-India slogans during a funeral at Shutloo locality (Baramulla district, J&K) after a suspected militant was killed by Indian security forces. [size=thousands]",0,1585061300,IND
6999678,356,IND73058,73058,3/15/20,2020,1,Protests,Peaceful protest,Protesters (India),Sikh Group (India),6,60,Southern Asia,India,Punjab,Amritsar,Amritsar,Amritsar,31.6344,74.8728,1,Hindustan Times,National,"On March 15 2020, members of various Sikh bodies under the banner of Alliance of Sikh Organizations staged a protest in Amritsar (Punjab) demanding justice for Bargari sacrilege and Behbal Kalan police firing that claimed lives of two Sikh protesters in 2015. [size=no report]",0,1585061300,IND
6999679,356,IND73067,73067,3/15/20,2020,1,Protests,Peaceful protest,Protesters (India),,6,60,Southern Asia,India,Haryana,Gurgaon,Gurgaon,Gurgaon,28.4601,77.0263,1,Hindustan Times,National,"On March 15 2020, residents of ROF Aalayas, staged a protest in Gurgaon (Haryana) against the developer for increasing the maintenance charge without prior notice. [size=no report]",0,1585061300,IND
6999681,356,IND73040,73040,3/15/20,2020,1,Protests,Protest with intervention,Protesters (India),Students (India); AISA: All India Students Association,6,16,Southern Asia,India,Uttar Pradesh,Lucknow,Lucknow,Lucknow,26.8392,80.9231,1,Indo-Asian News Service,Regional,"On March 15 2020, Nitin Raj, vice president of All India Students Association was arrested from the ongoing protest against the Citizenship Amendment Act, 2019 (CAA), at the Clock Tower in Lucknow (UP). [size=no report]",0,1585061300,IND
6999681,356,IND73040,73040,3/15/20,2020,1,Protests,Protest with intervention,Police Forces of India (2014-),,1,16,Southern Asia,India,Uttar Pradesh,Lucknow,Lucknow,Lucknow,26.8392,80.9231,1,Indo-Asian News Service,Regional,"On March 15 2020, Nitin Raj, vice president of All India Students Association was arrested from the ongoing protest against the Citizenship Amendment Act, 2019 (CAA), at the Clock Tower in Lucknow (UP). [size=no report]",0,1585061300,IND
6999523,356,IND73088,73088,3/15/20,2020,1,Riots,Violent demonstration,Rioters (India),,5,15,Southern Asia,India,Manipur,Tengnoupal,Moreh,Moreh,24.2508,94.3007,1,E-pao; Sangai Express,Subnational,"On Mar 15 2020, bandh supporters and commando personnel of Manipur police clashed with each other at Moreh town (Tengnoupal district, Manipur) when the latter tried to dispose an indefinite bandh on Moreh-Imphal highway demanding termination of the commando personnel involved in assaulting two civilians on March 13. Altogether six bandh supporters and five security personnel sustained injuries in the clash. [size=at least 6]",0,1585061300,IND
6999523,356,IND73088,73088,3/15/20,2020,1,Riots,Violent demonstration,Police Forces of India (2014-),,1,15,Southern Asia,India,Manipur,Tengnoupal,Moreh,Moreh,24.2508,94.3007,1,E-pao; Sangai Express,Subnational,"On Mar 15 2020, bandh supporters and commando personnel of Manipur police clashed with each other at Moreh town (Tengnoupal district, Manipur) when the latter tried to dispose an indefinite bandh on Moreh-Imphal highway demanding termination of the commando personnel involved in assaulting two civilians on March 13. Altogether six bandh supporters and five security personnel sustained injuries in the clash. [size=at least 6]",0,1585061300,IND
6999524,356,IND73089,73089,3/15/20,2020,1,Riots,Violent demonstration,Rioters (India),,5,50,Southern Asia,India,Manipur,Tengnoupal,Moreh,Moreh,24.2508,94.3007,1,E-pao; Sangai Express,Subnational,"On Mar 15 2020, many bandh supporters including civil society members burnt tyres on roads near Moreh College and Moreh police station (Tengnoupal district, Manipur) demanding termination of the commando personnel involved in assaulting two civilians on March 13. [size=many]",0,1585061300,IND
6999525,356,IND73091,73091,3/15/20,2020,1,Riots,Mob violence,Rioters (India),Vigilante Group (India),5,57,Southern Asia,India,Manipur,Ukhrul,Kamjong,Chassad,24.7977,94.5099,1,Sangai Express; E-pao; East Mojo,Subnational,"On Mar 15 2020, a mob of local residents set ablaze an under-construction petrol pump, a makeshift camp and assaulted some non-local labourers at Chassad village (Kamjong district, Manipur) over torching jhum fields by unknown assailants. [size=no report]",0,1585061300,IND
6999525,356,IND73091,73091,3/15/20,2020,1,Riots,Mob violence,Civilians (India),Labour Group (India),7,57,Southern Asia,India,Manipur,Ukhrul,Kamjong,Chassad,24.7977,94.5099,1,Sangai Express; E-pao; East Mojo,Subnational,"On Mar 15 2020, a mob of local residents set ablaze an under-construction petrol pump, a makeshift camp and assaulted some non-local labourers at Chassad village (Kamjong district, Manipur) over torching jhum fields by unknown assailants. [size=no report]",0,1585061300,IND
6999526,356,IND73092,73092,3/15/20,2020,1,Riots,Mob violence,Rioters (India),,5,57,Southern Asia,India,Manipur,Ukhrul,Kamjong,Chassad,24.7977,94.5099,1,E-pao; East Mojo; Sangai Express,Subnational,"On Mar 15 2020, unidentified assailants burnt down jhum fields of a local villager in Chassad village (Kamjong district, Manipur) due to a land dispute. [size=no report]",0,1585061300,IND
6999526,356,IND73092,73092,3/15/20,2020,1,Riots,Mob violence,Civilians (India),Chassad Communal Group (India),7,57,Southern Asia,India,Manipur,Ukhrul,Kamjong,Chassad,24.7977,94.5099,1,E-pao; East Mojo; Sangai Express,Subnational,"On Mar 15 2020, unidentified assailants burnt down jhum fields of a local villager in Chassad village (Kamjong district, Manipur) due to a land dispute. [size=no report]",0,1585061300,IND
6999532,356,IND73152,73152,3/15/20,2020,1,Violence against civilians,Attack,Unidentified Armed Group (India),,3,37,Southern Asia,India,Maharashtra,Ahmednagar,Kopargaon,Kopargaon,19.8917,74.4752,2,Times of India; Mumbai Mirror,Subnational-National,"On 15 March 2020, a Shiv Sena sub-district president was shot dead by six assailants in Kopargaon taluka (Ahmednagar, Maharashtra) for an unknown reason in his house.",1,1585061300,IND
6999532,356,IND73152,73152,3/15/20,2020,1,Violence against civilians,Attack,Civilians (India),Shiv Sena,7,37,Southern Asia,India,Maharashtra,Ahmednagar,Kopargaon,Kopargaon,19.8917,74.4752,2,Times of India; Mumbai Mirror,Subnational-National,"On 15 March 2020, a Shiv Sena sub-district president was shot dead by six assailants in Kopargaon taluka (Ahmednagar, Maharashtra) for an unknown reason in his house.",1,1585061300,IND
6996230,356,IND72819,72819,3/14/20,2020,2,Protests,Peaceful protest,Protesters (India),Refugees/IDPs (India); Bengali Ethnic Group (India),6,60,Southern Asia,India,Tripura,North Tripura,Dasda,Kanchanpur,24.0359,92.201,1,Tripura Infoway,Subnational,"As reported on Mar 14 2020, few thousands of local Bengali refugees under the banner of Kanchanpur Nagarik Suraksha Manch staged a protest rally in Kanchanpur city (North Tripura district, Tripura) demanding rehabilitation package at par with the Reang refugees in the state. [size=few thousands]",0,1584473891,IND
6995978,356,IND72977,72977,3/14/20,2020,1,Protests,Peaceful protest,Protesters (India),,6,60,Southern Asia,India,Jammu and Kashmir,Samba,Samba,Manohar,32.5008,75.0686,1,Daily Excelsior,Subnational,"On 14 March 2020, residents protested at Manohar village (Samba district, J&K) against the power development department for its failure to supply electricity to the village. [size=no report]",0,1584473891,IND
6995983,356,IND72979,72979,3/14/20,2020,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,60,Southern Asia,India,Jammu and Kashmir,Poonch,Mendhar,Mendhar,33.6104,74.1388,1,Daily Excelsior,Subnational,"On 14 March 2020, sumo drivers held a protest at Mendhar town (Poonch district, J&K) over alleged harassment by the police. [size=no report]",0,1584473891,IND
6999829,356,IND73148,73148,3/14/20,2020,1,Protests,Peaceful protest,Protesters (India),Government of India (2014-),6,60,Southern Asia,India,Chhattisgarh,Raipur,Raipur,Raipur,21.2333,81.6333,1,Patrika (India),National,"On 14 March 2020, local councilors held a sit in protest in Raipur city (Raipur, Chhattisgarh), demanding traffic signals and breakers to prevent road accidents at Ring Road Sarona Chowk. [size=no report]",0,1585061301,IND
6999835,356,IND73144,73144,3/14/20,2020,1,Protests,Peaceful protest,Protesters (India),INC: Indian National Congress,6,60,Southern Asia,India,Odisha,Jajpur,Dharmasala,Dharmasala,20.769,86.1554,2,Pioneer (India),National,"On 14 March 2020, INC members staged a dharna in the Chhindakhandi area under Dharmasala block (Jajpur, Odisha) against illegal sale of granite stones from 60 mines. [size=no report]",0,1585061301,IND
6999841,356,IND73128,73128,3/14/20,2020,1,Protests,Peaceful protest,Protesters (India),,6,60,Southern Asia,India,Assam,Lakhimpur,Subansiri,Sonari Chapari,27.1452,94.341,1,Sentinel (India),Subnational,"On Mar 14 2020, local residents led by Sonari Chapori and Kekuri regional units of Chutia Jati Sanmilan and Takam Mising Porin Kebang, staged a road blockade in front of the Sonari Chapori Gaon Panchayat Office (Lakhimpur district, Assam) showing resentment against the subdivisional administration for not paying attention to their grievances regarding regulation of vehicles running rogue in the locality. [size=no report]",0,1585061301,IND
6996016,356,IND73034,73034,3/14/20,2020,1,Protests,Protest with intervention,Protesters (India),TDP: Telugu Desam Party,6,16,Southern Asia,India,Andhra Pradesh,Guntur,Narasaraopet,Savalyapuram,16.1038,79.8171,1,Hans India,Subnational,"On 14 March 2020, TDP members protested in Savalyapuram village (Guntur, AP) against election officials who allegedly closed nominations before time. A TDP official was arrested. [size=no report]",0,1584473891,IND
6996016,356,IND73034,73034,3/14/20,2020,1,Protests,Protest with intervention,Police Forces of India (2014-),,1,16,Southern Asia,India,Andhra Pradesh,Guntur,Narasaraopet,Savalyapuram,16.1038,79.8171,1,Hans India,Subnational,"On 14 March 2020, TDP members protested in Savalyapuram village (Guntur, AP) against election officials who allegedly closed nominations before time. A TDP official was arrested. [size=no report]",0,1584473891,IND
6999858,356,IND73127,73127,3/14/20,2020,1,Protests,Peaceful protest,Protesters (India),Students (India); Teachers (India),6,60,Southern Asia,India,Assam,Kamrup,Guwahati,Mirza,26.3001,91.6919,1,Telegraph (India),National,"On Mar 14 2020, protesters including women, students and retired university professors staged a protest demonstration organized by the Sustha Samaj Bikash Chakra, Dakhin Kamrup CAA Birudhi Mancha and Sadissa, a Leftist cultural organisation at Mirza town (Kamrup district, Assam) demanding immediate release of KMSS leader Akhil Gogoi and other anti-Citizenship (Amendment) Act, 2019 (CAA) protesters from jail. [size=no report]",0,1585061301,IND
6999867,356,IND73217,73217,3/14/20,2020,1,Riots,Mob violence,Rioters (India),Adivasi Ethnic Group (India),5,57,Southern Asia,India,Kerala,Palakkad,Alattur,Vadakkencherry,10.6008,76.4904,2,The Hindu,National,"On 14 March 2020, two members of a tribal gang were attacked by another group of six tribal men in the forest area near Vadakkencherry town (Palakkad, KL). The group attacked the other over the collection of forest produce. One man died during the attack. [size=6]",1,1585061301,IND
6999867,356,IND73217,73217,3/14/20,2020,1,Riots,Mob violence,Civilians (India),Adivasi Ethnic Group (India),7,57,Southern Asia,India,Kerala,Palakkad,Alattur,Vadakkencherry,10.6008,76.4904,2,The Hindu,National,"On 14 March 2020, two members of a tribal gang were attacked by another group of six tribal men in the forest area near Vadakkencherry town (Palakkad, KL). The group attacked the other over the collection of forest produce. One man died during the attack. [size=6]",1,1585061301,IND
6996032,356,IND72952,72952,3/14/20,2020,1,Explosions/Remote violence,Remote explosive/landmine/IED,Naxal-Maoist Rebels (India),Police Forces of India (2014-),2,12,Southern Asia,India,Chhattisgarh,Bastar,Bastanar,Bastanar,18.9478,81.5418,2,Hindustan Times,National,"On 14 March 2020, two Chhattisgarh Armed Forces (CAF) personnel were killed and a Central Reserve Police Forces (CRPF) trooper was injured in a IED blast triggered by Maoists, while they were guarding a road construction work going on between Bodli and Malvahi villages in Bastar district (Chhattisgarh).",2,1584473891,IND
6996032,356,IND72952,72952,3/14/20,2020,1,Explosions/Remote violence,Remote explosive/landmine/IED,Police Forces of India (2014-) Central Reserve Police Force,,1,12,Southern Asia,India,Chhattisgarh,Bastar,Bastanar,Bastanar,18.9478,81.5418,2,Hindustan Times,National,"On 14 March 2020, two Chhattisgarh Armed Forces (CAF) personnel were killed and a Central Reserve Police Forces (CRPF) trooper was injured in a IED blast triggered by Maoists, while they were guarding a road construction work going on between Bodli and Malvahi villages in Bastar district (Chhattisgarh).",2,1584473891,IND
6996037,356,IND72954,72954,3/14/20,2020,1,Protests,Peaceful protest,Protesters (India),Teachers (India),6,60,Southern Asia,India,Bihar,Patna,Patna,Patna,25.5941,85.1356,1,Hindustan Times,National,"On 14 March 2020, around 5,000 teachers staged a protest at Gardanibagh locality of Patna city (Patna, Bihar) against the state government's policies regarding teachers' eligibility test (TET)-qualified teachers and demanded to be awarded status of assistant teachers. Over 600 teachers were voluntarily tonsured. [size=around 5000]",0,1584473891,IND
6996045,356,IND72978,72978,3/14/20,2020,1,Battles,Armed clash,Military Forces of India (2014-),Police Forces of India (2014-) Border Security Force,1,18,Southern Asia,India,Jammu and Kashmir,Poonch,Mendhar,Mendhar,33.6104,74.1388,2,Kashmir Monitor,Subnational,"On 14 March 2020, military forces of India and Pakistan exchanged fire across the LoC at Mendhar sector area (Poonch district, J&K) in which one Indian civilian was injured by a bullet.",0,1584473891,IND
6996045,356,IND72978,72978,3/14/20,2020,1,Battles,Armed clash,Military Forces of Pakistan (2018-),,8,18,Southern Asia,India,Jammu and Kashmir,Poonch,Mendhar,Mendhar,33.6104,74.1388,2,Kashmir Monitor,Subnational,"On 14 March 2020, military forces of India and Pakistan exchanged fire across the LoC at Mendhar sector area (Poonch district, J&K) in which one Indian civilian was injured by a bullet.",0,1584473891,IND
6999896,356,IND73145,73145,3/14/20,2020,1,Protests,Peaceful protest,Protesters (India),SRKS: Shri Rajput Karni Sena; Rajput Caste Group (India),6,60,Southern Asia,India,Rajasthan,Jaipur,Jamwa Ramgarh,Jamwa Ramgarh,27.0201,76.0029,2,Times of India,National,"On 14 March 2020, more than 100 members of Rajput Karni Sena held a protest at the set of historical film Prithviraj in Gopalgarh village in Jamwa Ramgarh tehsil (Jaipur, Rajasthan), demanding to see the script and how a warrior was depicted. [size=more than 100]",0,1585061301,IND
6999668,356,IND73147,73147,3/14/20,2020,1,Riots,Mob violence,Rioters (India),Unidentified Communal Group (India),5,55,Southern Asia,India,Madhya Pradesh,Neemuch,Neemuch,Neemuch,24.4765,74.8621,1,Free Press Journal (India),National,"On 14 March 2020, two communities pelted stones at each other in Neemuch town (Neemuch, Madhya Pradesh) during a dispute at a religious location, when the first community started pelting stones at the building and worshippers. [size=no report]",0,1585061300,IND
6999668,356,IND73147,73147,3/14/20,2020,1,Riots,Mob violence,Rioters (India),Unidentified Communal Group (India),5,55,Southern Asia,India,Madhya Pradesh,Neemuch,Neemuch,Neemuch,24.4765,74.8621,1,Free Press Journal (India),National,"On 14 March 2020, two communities pelted stones at each other in Neemuch town (Neemuch, Madhya Pradesh) during a dispute at a religious location, when the first community started pelting stones at the building and worshippers. [size=no report]",0,1585061300,IND
6996085,356,IND72830,72830,3/14/20,2020,1,Protests,Peaceful protest,Protesters (India),Students (India),6,60,Southern Asia,India,Assam,Baksa,Baksa,Mushalpur,26.6596,91.3413,2,Northeast Now,Subnational,"On Mar 14 2020, students staged a protest by blocking Rangia-Tamulpur-Bhutan international link road in Baksa district (Assam) demanding justice for a 13-year old Assam student who was killed after a Bhutanese truck hit her in front of her School at Kumarikata in the district. [size=no report]",0,1584473891,IND
